,Item_ID,Weight,FatContent,Visibility,Category,Max_Price,Store_ID,Store_Establishment_Year,Store_Size,Store_Location_Type,Store_Type,Predicted_Sales
3403,NCM41,16.5,Low_Fat,0.035655991,Health and Hygiene,91.212,OUT046,1997,Small,Tier 1,Supermarket Type1,1460.8567735816196
3404,FDH48,12.35,Low_Fat,0.06018748,Baking Goods,85.054,OUT027,1985,Medium,Tier 3,Supermarket Type3,2803.368692650448
3405,DRF60,10.8,Low_Fat,0.052068722000000005,Soft Drinks,236.4564,OUT046,1997,Small,Tier 1,Supermarket Type1,3752.5797472089444
3406,FDJ27,17.7,Regular,0.121852987,Meat,101.4674,OUT035,2004,Small,Tier 2,Supermarket Type1,1700.662308843118
3407,FDQ14,9.27,Low_Fat,0.061735873,Dairy,150.805,OUT013,1987,High,Tier 3,Supermarket Type1,2362.247492114667
3409,NCQ02,12.6,Low_Fat,0.007456464,Household,188.6556,OUT046,1997,Small,Tier 1,Supermarket Type1,2992.202169704404
3410,FDJ33,8.895,Regular,0.088459496,Snack Foods,124.873,OUT049,1999,Medium,Tier 1,Supermarket Type1,2114.24529089109
3411,FDP07,12.35,Low_Fat,0.08946642099999999,Fruits and Vegetables,196.011,OUT027,1985,Medium,Tier 3,Supermarket Type3,4633.127114925658
3412,DRE01,10.1,Low_Fat,0.16741508,Soft Drinks,241.2512,OUT049,1999,Medium,Tier 1,Supermarket Type1,3899.877593033735
3415,NCX53,20.1,Low_Fat,0.014937838,Health and Hygiene,141.2154,OUT046,1997,Small,Tier 1,Supermarket Type1,2252.833001010107
3416,FDZ39,19.7,Regular,0.018009769,Meat,103.699,OUT013,1987,High,Tier 3,Supermarket Type1,1676.0000236983478
3417,NCP42,8.51,Low_Fat,0.016097309,Household,195.3478,OUT013,1987,High,Tier 3,Supermarket Type1,3136.7827361003874
3418,FDJ14,10.3,Regular,0.050061008,Canned,81.296,OUT035,2004,Small,Tier 2,Supermarket Type1,1437.3908112851277
3419,FDK04,7.36,Low_Fat,0.052393366,Frozen Foods,55.3588,OUT049,1999,Medium,Tier 1,Supermarket Type1,995.5139640433936
3421,FDS09,8.895,Regular,0.081418801,Snack Foods,51.7008,OUT018,2009,Medium,Tier 3,Supermarket Type2,545.6329831207295
3422,FDZ02,6.905,Regular,0.038147426,Dairy,99.6726,OUT046,1997,Small,Tier 1,Supermarket Type1,1552.357227366595
3423,FDD35,12.15,Low_Fat,0.02596979,Starchy Foods,121.344,OUT018,2009,Medium,Tier 3,Supermarket Type2,1615.9043851247752
3426,FDF20,12.85,Low_Fat,0.033213888,Fruits and Vegetables,195.2768,OUT035,2004,Small,Tier 2,Supermarket Type1,3290.500272731053
3427,NCO41,12.5,Low_Fat,0.018925644,Health and Hygiene,97.3384,OUT018,2009,Medium,Tier 3,Supermarket Type2,1309.5141511771153
3428,FDC40,12.35,Regular,0.064748814,Dairy,79.4986,OUT027,1985,Medium,Tier 3,Supermarket Type3,2635.894232778588
3431,DRM35,9.695,Low_Fat,0.07044455599999999,Hard Drinks,179.4344,OUT046,1997,Small,Tier 1,Supermarket Type1,2828.398271132791
3432,DRN36,15.2,Low_Fat,0.050382246,Soft Drinks,94.2752,OUT018,2009,Medium,Tier 3,Supermarket Type2,1152.41771448898
3433,FDQ13,11.1,Low_Fat,0.010641608,Canned,84.0908,OUT046,1997,Small,Tier 1,Supermarket Type1,1383.9797699705941
3435,NCD43,8.85,Low_Fat,0.0,Household,104.3964,OUT035,2004,Small,Tier 2,Supermarket Type1,1763.005768450672
3436,FDA51,8.05,Regular,0.165350432,Dairy,114.2518,OUT018,2009,Medium,Tier 3,Supermarket Type2,1449.8215334637034
3437,NCX17,12.35,Low_Fat,0.113053302,Health and Hygiene,232.93,OUT027,1985,Medium,Tier 3,Supermarket Type3,5194.130961326407
3438,NCZ17,12.15,Low_Fat,0.079555138,Health and Hygiene,39.4506,OUT049,1999,Medium,Tier 1,Supermarket Type1,746.5056901886092
3439,FDR11,12.35,Regular,0.141847977,Breads,159.6578,OUT027,1985,Medium,Tier 3,Supermarket Type3,3991.068887262285
3440,FDW34,9.6,Low_Fat,0.035634451,Snack Foods,242.917,OUT049,1999,Medium,Tier 1,Supermarket Type1,4027.9861666304396
3442,FDS09,8.895,Regular,0.08108848099999999,Snack Foods,50.2008,OUT046,1997,Small,Tier 1,Supermarket Type1,802.8708064162629
3443,FDS48,15.15,Low_Fat,0.027892415,Baking Goods,150.9708,OUT018,2009,Medium,Tier 3,Supermarket Type2,2127.3210226957754
3444,FDL44,18.25,Low_Fat,0.012294203,Fruits and Vegetables,162.8894,OUT049,1999,Medium,Tier 1,Supermarket Type1,2750.1358057381494
3445,DRF48,5.73,Low_Fat,0.052012483,Soft Drinks,187.5898,OUT018,2009,Medium,Tier 3,Supermarket Type2,2714.7555589777476
3446,FDA14,16.1,Low_Fat,0.0,Dairy,147.876,OUT018,2009,Medium,Tier 3,Supermarket Type2,2000.6720230735164
3447,NCD30,19.7,Low_Fat,0.026891006,Household,96.5726,OUT049,1999,Medium,Tier 1,Supermarket Type1,1566.5134965600992
3449,NCG06,16.35,Low_Fat,0.029439793,Household,258.5646,OUT035,2004,Small,Tier 2,Supermarket Type1,4190.905963416502
3450,DRZ24,7.535,Low_Fat,0.081772054,Soft Drinks,120.444,OUT035,2004,Small,Tier 2,Supermarket Type1,1994.0595622650462
3453,FDE10,6.67,Regular,0.089931111,Snack Foods,130.0626,OUT035,2004,Small,Tier 2,Supermarket Type1,2204.0257935586424
3455,FDM12,16.7,Regular,0.07020180599999999,Baking Goods,187.9214,OUT018,2009,Medium,Tier 3,Supermarket Type2,2702.6580622027022
3456,FDE24,14.85,Low_Fat,0.093607933,Baking Goods,140.4812,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.2234253533534
3458,DRD01,12.35,Regular,0.06087929,Soft Drinks,53.3614,OUT027,1985,Medium,Tier 3,Supermarket Type3,2245.864886756721
3459,NCZ18,12.35,Low_Fat,0.18516682,Household,253.8698,OUT027,1985,Medium,Tier 3,Supermarket Type3,5429.12132541725
3461,FDR22,19.35,Regular,0.018559094,Snack Foods,113.1544,OUT035,2004,Small,Tier 2,Supermarket Type1,1880.732730552637
3462,FDV08,12.35,Low_Fat,0.0,Fruits and Vegetables,43.6454,OUT019,1985,Small,Tier 1,Grocery Store,-1134.2592964063824
3463,FDY39,5.305,Regular,0.047028693,Meat,185.3608,OUT046,1997,Small,Tier 1,Supermarket Type1,3055.509347642944
3464,FDV36,18.7,Low_Fat,0.026342897,Baking Goods,125.702,OUT049,1999,Medium,Tier 1,Supermarket Type1,2090.1973926823703
3466,FDU04,12.35,Low_Fat,0.005521567,Frozen Foods,122.3414,OUT027,1985,Medium,Tier 3,Supermarket Type3,3405.18801881978
3467,FDR20,12.35,Regular,0.027987562,Fruits and Vegetables,46.7744,OUT027,1985,Medium,Tier 3,Supermarket Type3,2256.3578012788994
3468,FDW19,12.35,Regular,0.067409268,Fruits and Vegetables,110.457,OUT019,1985,Small,Tier 1,Grocery Store,-77.62294042878057
3469,FDU40,20.85,Low_Fat,0.037462127000000005,Frozen Foods,194.2478,OUT049,1999,Medium,Tier 1,Supermarket Type1,3157.2509892582057
3471,DRF15,18.35,Low_Fat,0.03320771,Dairy,151.834,OUT035,2004,Small,Tier 2,Supermarket Type1,2422.2801062999124
3473,FDI48,12.35,Regular,0.097555725,Baking Goods,52.7666,OUT019,1985,Small,Tier 1,Grocery Store,-1071.5761759073848
3474,FDS49,9.0,Low_Fat,0.079345519,Canned,77.0644,OUT046,1997,Small,Tier 1,Supermarket Type1,1257.0759649210795
3475,FDV22,14.85,Regular,0.009938784,Snack Foods,157.863,OUT046,1997,Small,Tier 1,Supermarket Type1,2529.4367518433855
3476,NCV42,6.26,Low_Fat,0.031421979,Household,109.3228,OUT046,1997,Small,Tier 1,Supermarket Type1,1743.0208530879045
3477,FDX26,17.7,Low_Fat,0.087808521,Dairy,184.3292,OUT046,1997,Small,Tier 1,Supermarket Type1,2825.8283649567684
3478,FDI33,16.5,Low_Fat,0.028534583,Snack Foods,89.8146,OUT018,2009,Medium,Tier 3,Supermarket Type2,1128.0924193914525
3479,FDZ14,7.71,Regular,0.047662684,Dairy,121.0756,OUT049,1999,Medium,Tier 1,Supermarket Type1,1999.0860912152248
3480,FDG10,6.63,Regular,0.010930195,Snack Foods,56.3588,OUT013,1987,High,Tier 3,Supermarket Type1,958.0628420799412
3481,FDM38,5.885,Regular,0.09314922,Canned,50.7982,OUT018,2009,Medium,Tier 3,Supermarket Type2,571.7331905715055
3482,FDG26,12.35,Low_Fat,0.042443319000000014,Canned,256.033,OUT027,1985,Medium,Tier 3,Supermarket Type3,5588.8469118326075
3483,FDH46,6.935,Regular,0.04127448,Snack Foods,101.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,1762.8598255633833
3484,FDN13,18.6,Low_Fat,0.152677702,Breakfast,99.9358,OUT018,2009,Medium,Tier 3,Supermarket Type2,1388.1534817633838
3485,FDU57,8.27,Regular,0.089537252,Snack Foods,149.7708,OUT035,2004,Small,Tier 2,Supermarket Type1,2512.0469392062305
3486,NCI06,11.3,Low_Fat,0.04771769,Household,179.666,OUT046,1997,Small,Tier 1,Supermarket Type1,2839.7128655144206
3490,FDT31,12.35,Low_Fat,0.021795357,Fruits and Vegetables,190.9872,OUT019,1985,Small,Tier 1,Grocery Store,1232.8566168599355
3491,FDV59,13.35,Low_Fat,0.047987076,Breads,217.0166,OUT013,1987,High,Tier 3,Supermarket Type1,3502.5098228240786
3492,FDB49,8.3,Regular,0.03014565,Baking Goods,100.5384,OUT035,2004,Small,Tier 2,Supermarket Type1,1745.724326542062
3493,FDD58,7.76,Low_Fat,0.059444518,Snack Foods,101.37,OUT049,1999,Medium,Tier 1,Supermarket Type1,1748.0123771504905
3494,DRN59,15.0,Low_Fat,0.064141622,Hard Drinks,45.306,OUT046,1997,Small,Tier 1,Supermarket Type1,635.5609145392164
3495,FDX48,17.75,Regular,0.037946799,Baking Goods,153.3656,OUT049,1999,Medium,Tier 1,Supermarket Type1,2543.1247487091914
3496,FDQ11,5.695,Regular,0.067806182,Breads,255.1988,OUT049,1999,Medium,Tier 1,Supermarket Type1,4258.792699478692
3497,FDY12,9.8,Regular,0.140829653,Baking Goods,52.5008,OUT049,1999,Medium,Tier 1,Supermarket Type1,926.1912834479936
3500,FDY32,12.35,Low_Fat,0.128615187,Fruits and Vegetables,163.221,OUT027,1985,Medium,Tier 3,Supermarket Type3,4089.3127733352767
3503,DRB13,6.115,Regular,0.007073035,Soft Drinks,189.753,OUT018,2009,Medium,Tier 3,Supermarket Type2,2770.184546237273
3504,FDS21,19.85,Regular,0.020872204,Snack Foods,62.4194,OUT035,2004,Small,Tier 2,Supermarket Type1,1058.7635348769281
3506,NCE55,8.92,Low_Fat,0.129820371,Household,176.137,OUT013,1987,High,Tier 3,Supermarket Type1,2780.5101802871504
3507,FDX43,12.35,Low_Fat,0.08486204,Fruits and Vegetables,165.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,4138.957992854063
3508,FDS12,9.1,Low_Fat,0.174389257,Baking Goods,125.7362,OUT049,1999,Medium,Tier 1,Supermarket Type1,2092.742086557202
3509,DRK01,12.35,Low_Fat,0.06076860000000001,Soft Drinks,94.6436,OUT027,1985,Medium,Tier 3,Supermarket Type3,2905.95043820504
3511,FDB60,9.3,Low_Fat,0.028522089,Baking Goods,195.0136,OUT046,1997,Small,Tier 1,Supermarket Type1,3154.5887992127136
3514,DRF25,9.0,Low_Fat,0.039083816,Soft Drinks,35.41900000000001,OUT018,2009,Medium,Tier 3,Supermarket Type2,246.15724127161593
3515,NCD42,12.35,Low_Fat,0.022127237,Health and Hygiene,39.2506,OUT019,1985,Small,Tier 1,Grocery Store,-1238.7814076717968
3517,NCV29,12.35,Low_Fat,0.02273288,Health and Hygiene,179.4686,OUT027,1985,Medium,Tier 3,Supermarket Type3,4367.141268290215
3518,NCK42,7.475,Low_Fat,0.013117547,Household,214.3192,OUT035,2004,Small,Tier 2,Supermarket Type1,3538.67542537955
3519,DRJ13,12.35,Low_Fat,0.062585755,Soft Drinks,158.4578,OUT027,1985,Medium,Tier 3,Supermarket Type3,3934.1056913704433
3522,FDZ50,12.8,Regular,0.07939845400000001,Dairy,184.5608,OUT018,2009,Medium,Tier 3,Supermarket Type2,2587.3223698310358
3523,FDC04,15.6,Low_Fat,0.044985646,Dairy,242.4854,OUT046,1997,Small,Tier 1,Supermarket Type1,3793.0056075797884
3524,FDF50,4.905,Low_Fat,0.0,Canned,195.9768,OUT049,1999,Medium,Tier 1,Supermarket Type1,3340.5709729248883
3526,FDK46,9.6,Low_Fat,0.051457663,Snack Foods,258.962,OUT035,2004,Small,Tier 2,Supermarket Type1,4273.49039902296
3527,FDZ56,16.25,Low_Fat,0.025841822,Fruits and Vegetables,168.9474,OUT018,2009,Medium,Tier 3,Supermarket Type2,2463.3136046112177
3528,FDY60,10.5,Regular,0.0,Baking Goods,143.5128,OUT049,1999,Medium,Tier 1,Supermarket Type1,2443.7295935192305
3529,FDB10,10.0,Low_Fat,0.06719541400000001,Snack Foods,236.859,OUT035,2004,Small,Tier 2,Supermarket Type1,3908.56923035391
3531,FDU58,6.61,Regular,0.029056831,Snack Foods,186.9898,OUT049,1999,Medium,Tier 1,Supermarket Type1,3152.8369619025443
3532,FDH02,7.27,Regular,0.020781144,Canned,88.7488,OUT046,1997,Small,Tier 1,Supermarket Type1,1484.3468993174647
3533,FDP48,7.52,Regular,0.043986578,Baking Goods,182.295,OUT013,1987,High,Tier 3,Supermarket Type1,2974.8466079463815
3534,FDI46,9.5,Low_Fat,0.07433121,Snack Foods,251.9724,OUT035,2004,Small,Tier 2,Supermarket Type1,4152.564668257953
3535,FDW56,7.68,Low_Fat,0.07084128099999999,Fruits and Vegetables,193.1162,OUT013,1987,High,Tier 3,Supermarket Type1,3184.5549808101277
3537,FDS50,12.35,Low_Fat,0.055164938,Dairy,221.2114,OUT027,1985,Medium,Tier 3,Supermarket Type3,4918.86030200534
3538,FDK24,9.195,Low_Fat,0.10121065,Baking Goods,44.4744,OUT013,1987,High,Tier 3,Supermarket Type1,714.7753840127516
3540,FDK45,12.35,Low_Fat,0.033694227,Seafood,114.786,OUT027,1985,Medium,Tier 3,Supermarket Type3,3406.182090770507
3542,FDL32,15.7,Regular,0.122965811,Fruits and Vegetables,113.2544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1536.7397775290547
3543,FDA28,16.1,Regular,0.047876203,Frozen Foods,126.0362,OUT049,1999,Medium,Tier 1,Supermarket Type1,2088.337325599012
3544,FDY36,12.3,Low_Fat,0.009448862,Baking Goods,74.538,OUT018,2009,Medium,Tier 3,Supermarket Type2,919.7545866832979
3545,FDP32,6.65,Low_Fat,0.088026614,Fruits and Vegetables,127.2678,OUT018,2009,Medium,Tier 3,Supermarket Type2,1826.5463202304081
3546,FDL50,12.15,Regular,0.042313078,Canned,123.2046,OUT046,1997,Small,Tier 1,Supermarket Type1,2001.398126174572
3547,DRC24,17.85,Low_Fat,0.024859869,Soft Drinks,151.7998,OUT049,1999,Medium,Tier 1,Supermarket Type1,2464.9843557625
3550,NCV18,6.775,Low_Fat,0.105158282,Household,84.925,OUT013,1987,High,Tier 3,Supermarket Type1,1332.715533284896
3551,FDX07,19.2,Regular,0.022918812,Fruits and Vegetables,183.995,OUT046,1997,Small,Tier 1,Supermarket Type1,2975.667528202406
3552,NCZ05,12.35,Low_Fat,0.05785069900000001,Health and Hygiene,104.299,OUT027,1985,Medium,Tier 3,Supermarket Type3,3141.6124537277556
3553,NCI31,20.0,Low_Fat,0.08125948,Others,36.819,OUT013,1987,High,Tier 3,Supermarket Type1,473.8850112401433
3554,FDK14,6.98,Low_Fat,0.041169697000000005,Canned,83.2934,OUT049,1999,Medium,Tier 1,Supermarket Type1,1495.0611117477565
3556,NCF54,18.0,Low_Fat,0.047450712,Household,173.2422,OUT049,1999,Medium,Tier 1,Supermarket Type1,2805.1781373375943
3558,FDD53,16.2,Low_Fat,0.044222497,Frozen Foods,43.5454,OUT046,1997,Small,Tier 1,Supermarket Type1,643.3109592422497
3559,NCM31,12.35,Low_Fat,0.080803421,Others,140.1154,OUT027,1985,Medium,Tier 3,Supermarket Type3,3624.6725658456608
3561,FDR40,9.1,Regular,0.008032868,Frozen Foods,79.1618,OUT035,2004,Small,Tier 2,Supermarket Type1,1384.1819925454656
3563,FDT10,16.7,Regular,0.06203277400000001,Snack Foods,60.6562,OUT035,2004,Small,Tier 2,Supermarket Type1,1033.8603973852669
3564,FDY32,7.605,Low_Fat,0.129133491,Fruits and Vegetables,163.721,OUT013,1987,High,Tier 3,Supermarket Type1,2688.5288196556085
3565,FDN50,16.85,Regular,0.026514812,Canned,93.312,OUT035,2004,Small,Tier 2,Supermarket Type1,1599.783042664958
3566,FDZ35,12.35,Regular,0.039006737,Breads,104.599,OUT019,1985,Small,Tier 1,Grocery Store,-202.29124927303565
3568,NCD07,9.1,Low_Fat,0.055418261,Household,112.0518,OUT035,2004,Small,Tier 2,Supermarket Type1,1863.441169125008
3569,FDS02,10.195,Regular,0.0,Dairy,196.7794,OUT018,2009,Medium,Tier 3,Supermarket Type2,2831.133801867114
3570,DRN59,15.0,Low_Fat,0.064402907,Hard Drinks,48.306,OUT018,2009,Medium,Tier 3,Supermarket Type2,402.5338874748704
3571,DRB24,8.785,Low_Fat,0.020560102,Soft Drinks,155.5656,OUT013,1987,High,Tier 3,Supermarket Type1,2487.8072307604116
3572,FDP37,12.35,Low_Fat,0.142412955,Breakfast,126.4994,OUT027,1985,Medium,Tier 3,Supermarket Type3,3593.0132081906268
3573,DRB01,7.39,Low_Fat,0.082574393,Soft Drinks,190.253,OUT018,2009,Medium,Tier 3,Supermarket Type2,2735.614693750901
3574,FDR47,17.85,Low_Fat,0.08746865599999999,Breads,195.7794,OUT046,1997,Small,Tier 1,Supermarket Type1,3102.269163481664
3576,NCF06,12.35,Low_Fat,0.020100543,Household,258.8962,OUT027,1985,Medium,Tier 3,Supermarket Type3,5574.0402814962745
3577,NCV17,12.35,Low_Fat,0.016029548,Health and Hygiene,129.9626,OUT027,1985,Medium,Tier 3,Supermarket Type3,3571.5640410337883
3578,FDS10,19.2,Low_Fat,0.035240292,Snack Foods,178.7318,OUT049,1999,Medium,Tier 1,Supermarket Type1,2934.012291713766
3579,FDN52,9.395,Regular,0.131545005,Frozen Foods,87.3198,OUT035,2004,Small,Tier 2,Supermarket Type1,1466.0908222610906
3580,FDZ48,17.75,Low_Fat,0.075896411,Baking Goods,113.3544,OUT013,1987,High,Tier 3,Supermarket Type1,1782.2719790987721
3581,FDJ48,11.3,Low_Fat,0.056522558,Baking Goods,248.6118,OUT049,1999,Medium,Tier 1,Supermarket Type1,4105.858265677141
3582,DRB13,12.35,Regular,0.0,Soft Drinks,190.253,OUT027,1985,Medium,Tier 3,Supermarket Type3,4476.489771943161
3584,FDL32,15.7,Regular,0.122443776,Fruits and Vegetables,111.3544,OUT035,2004,Small,Tier 2,Supermarket Type1,1890.8494376068084
3585,FDZ12,9.17,Low_Fat,0.102959345,Baking Goods,142.14700000000005,OUT035,2004,Small,Tier 2,Supermarket Type1,2377.478178980882
3586,NCR06,12.35,Low_Fat,0.006732389,Household,41.4112,OUT027,1985,Medium,Tier 3,Supermarket Type3,2072.7639112312545
3588,FDY22,16.5,Regular,0.159587755,Snack Foods,142.6128,OUT013,1987,High,Tier 3,Supermarket Type1,2230.228470817591
3589,FDZ38,17.6,Low_Fat,0.008013458000000001,Dairy,170.7422,OUT049,1999,Medium,Tier 1,Supermarket Type1,2748.574821989335
3590,NCO54,19.5,Low_Fat,0.014271592,Household,54.6614,OUT035,2004,Small,Tier 2,Supermarket Type1,889.8484099571033
3591,FDR23,15.85,Low_Fat,0.081772054,Breads,175.137,OUT035,2004,Small,Tier 2,Supermarket Type1,2887.2601456360226
3592,FDM38,5.885,Regular,0.092915543,Canned,54.5982,OUT049,1999,Medium,Tier 1,Supermarket Type1,1024.692079260325
3593,FDS25,6.885,Regular,0.139892043,Canned,112.4228,OUT013,1987,High,Tier 3,Supermarket Type1,1837.088141242526
3594,FDZ22,9.395,Low_Fat,0.045232223,Snack Foods,83.825,OUT013,1987,High,Tier 3,Supermarket Type1,1365.0036473060309
3595,FDZ20,12.35,Low_Fat,0.060067062,Fruits and Vegetables,254.8356,OUT019,1985,Small,Tier 1,Grocery Store,2247.455562292912
3597,FDN03,9.8,Regular,0.015113426,Meat,248.7408,OUT049,1999,Medium,Tier 1,Supermarket Type1,4172.266799560431
3598,NCW30,5.21,Low_Fat,0.011009897,Household,258.4962,OUT046,1997,Small,Tier 1,Supermarket Type1,4162.485630809248
3599,FDY24,12.35,Regular,0.132846758,Baking Goods,55.8298,OUT027,1985,Medium,Tier 3,Supermarket Type3,2309.615006166404
3600,FDJ26,12.35,Regular,0.148412909,Canned,212.1218,OUT019,1985,Small,Tier 1,Grocery Store,1499.9464372614157
3601,FDM15,11.8,Regular,0.0,Meat,152.2366,OUT049,1999,Medium,Tier 1,Supermarket Type1,2609.854076052038
3602,NCW54,12.35,Low_Fat,0.095946376,Household,57.8588,OUT027,1985,Medium,Tier 3,Supermarket Type3,2303.418652934334
3604,FDA39,12.35,Low_Fat,0.0,Meat,39.5822,OUT019,1985,Small,Tier 1,Grocery Store,-1218.4282265558122
3606,NCB42,11.8,Low_Fat,0.008561176,Health and Hygiene,115.8492,OUT046,1997,Small,Tier 1,Supermarket Type1,1897.5866261723968
3607,FDL16,12.85,Low_Fat,0.168452861,Frozen Foods,46.606,OUT046,1997,Small,Tier 1,Supermarket Type1,665.2681914389868
3608,FDO24,12.35,Low_Fat,0.0,Baking Goods,160.4604,OUT019,1985,Small,Tier 1,Grocery Store,696.955688128769
3609,NCP42,8.51,Low_Fat,0.016110716,Household,193.1478,OUT046,1997,Small,Tier 1,Supermarket Type1,3086.537983299386
3610,FDR19,13.5,Regular,0.160371305,Fruits and Vegetables,147.2102,OUT018,2009,Medium,Tier 3,Supermarket Type2,2083.3103872688835
3612,FDV37,13.0,Regular,0.083513874,Canned,198.9426,OUT046,1997,Small,Tier 1,Supermarket Type1,3201.306905494621
3614,FDF58,13.3,Low_Fat,0.009596051,Snack Foods,62.451,OUT049,1999,Medium,Tier 1,Supermarket Type1,1105.6101163736957
3615,NCF43,8.51,Low_Fat,0.052157514,Household,141.947,OUT018,2009,Medium,Tier 3,Supermarket Type2,1965.7978400743295
3616,FDN02,16.5,Low_Fat,0.07394253099999999,Canned,205.8638,OUT049,1999,Medium,Tier 1,Supermarket Type1,3399.7541081424424
3617,NCP41,16.6,Low_Fat,0.01620764,Health and Hygiene,107.7596,OUT035,2004,Small,Tier 2,Supermarket Type1,1837.8046632873302
3618,NCY17,12.35,Low_Fat,0.162306339,Health and Hygiene,45.6086,OUT027,1985,Medium,Tier 3,Supermarket Type3,2154.9398226962467
3619,FDL58,12.35,Regular,0.073790004,Snack Foods,265.0568,OUT027,1985,Medium,Tier 3,Supermarket Type3,5701.139338432615
3620,NCA30,12.35,Low_Fat,0.128707428,Household,187.9872,OUT027,1985,Medium,Tier 3,Supermarket Type3,4388.764074903459
3621,FDE46,18.6,Low_Fat,0.015833933,Snack Foods,150.6366,OUT018,2009,Medium,Tier 3,Supermarket Type2,2100.654677816863
3622,FDY38,13.6,Regular,0.119153896,Dairy,231.23,OUT035,2004,Small,Tier 2,Supermarket Type1,3703.971955280472
3623,NCH29,12.35,Low_Fat,0.034306863,Health and Hygiene,96.0726,OUT027,1985,Medium,Tier 3,Supermarket Type3,3018.091840929851
3625,FDP44,16.5,Regular,0.080038295,Fruits and Vegetables,103.0332,OUT018,2009,Medium,Tier 3,Supermarket Type2,1383.6184039161699
3626,FDM02,12.35,Regular,0.073377993,Canned,89.2198,OUT027,1985,Medium,Tier 3,Supermarket Type3,2892.9314821166236
3627,FDJ14,12.35,Regular,0.049828008,Canned,79.99600000000002,OUT027,1985,Medium,Tier 3,Supermarket Type3,2753.3324479681078
3629,DRK23,8.395,Low_Fat,0.071976647,Hard Drinks,253.004,OUT046,1997,Small,Tier 1,Supermarket Type1,4021.975792469814
3630,NCW05,20.25,Low_Fat,0.148072602,Health and Hygiene,106.8938,OUT046,1997,Small,Tier 1,Supermarket Type1,1647.0267014844212
3631,FDF12,8.235,Low_Fat,0.082556008,Baking Goods,146.7076,OUT049,1999,Medium,Tier 1,Supermarket Type1,2471.7389978033225
3632,FDL51,12.35,Regular,0.08315126,Dairy,212.7876,OUT019,1985,Small,Tier 1,Grocery Store,1432.2923268174163
3633,FDN03,9.8,Regular,0.015151435,Meat,249.4408,OUT018,2009,Medium,Tier 3,Supermarket Type2,3791.9358735108344
3634,DRJ37,10.8,Low_Fat,0.061196379,Soft Drinks,150.5024,OUT049,1999,Medium,Tier 1,Supermarket Type1,2473.5431657078616
3635,FDM12,12.35,Regular,0.122415631,Baking Goods,188.7214,OUT019,1985,Small,Tier 1,Grocery Store,1110.7643610005052
